IDEmbarcacao;Nome da Embarcação;Ano da Construção da Embarcação;Codigo do Tipo de Material do Casco;Tipo de Material do Casco;Codigo do Tipo da Embarcação;Tipo de Embarcação;Codigo do País Atual;Codigo do País de Origem;Boca;Calado;Comprimento;TPB
58114;SC 59;2017;1;Aço;39;BALSA;BR;BR;15;4,18;75;3403,56
58104;VITÓRIA DE DEUS IX;2013;1;Aço;39;BALSA;BR;BR;10;;42;492,96
48929;BALSA PRAIA BONITA;2001;1;Aço;39;BALSA;BR;BR;6;0,6;20;40
58202;CT 48;2017;1;Aço;39;BALSA;BR;BR;16,56;4,3;75;3775,04
49021;PRATES VI;2013;1;Aço;39;BALSA;BR;BR;24,2;2,41;80;3402,1
58215;WPL 2020;2017;1;Aço;39;BALSA;BR;BR;17;4,16;75;3738,15
58307;BERTOLINI CDLXXIII (473);2017;1;Aço;39;BALSA;BR;BR;12;4,09;62;2556,16
48919;LAS VEGAS I;2010;1;Aço;39;BALSA;BR;BR;15;2,53;65;1702,23
49556;GLÓRIA DE DEUS XIII;2011;1;Aço;39;BALSA;BR;BR;10;1,87;42;573,21
48918;PEIXOTINHO I;2009;1;Aço;39;BALSA;BR;BR;15;2,52;65;1743,92
48964;BERTOLINI CCLXI (261);2013;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
49560;ALLAN MIRANDA;2012;1;Aço;39;BALSA;BR;BR;12;1,93;42;688,91
49570;SÃO GABRIEL;2012;1;Aço;39;BALSA;BR;BR;12;1,96;42;650
49498;BERTOLINI CCLXXI (271);2013;1;Aço;39;BALSA;BR;BR;12;;62;2529,89
49499;BERTOLINI CCXCIX (299);2013;1;Aço;39;BALSA;BR;BR;7,5;;29,2;133,42
49572;DONA IVANEIDE II;2010;1;Aço;39;BALSA;BR;BR;10;1,84;42;550,44
49565;FUKA;2013;1;Aço;39;BALSA;BR;BR;12;1,91;42;623,45
49561;SAZ I;2012;1;Aço;39;BALSA;BR;BR;10;1,86;42;555,69
49558;ALAEL MIRANDA;2013;1;Aço;39;BALSA;BR;BR;12;2,2;42;688,91
49559;GM III;2012;1;Aço;39;BALSA;BR;BR;12;1,76;42;586,79
49496;BERTOLINI CCLXV (265);2013;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
49497;BERTOLINI CCLXVII (267);2013;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
58296;BERTOLINI CDLXXIX (479);2017;1;Aço;39;BALSA;BR;BR;12;4,07;62;2698,2
49495;BERTOLINI CCLXIX (269);2013;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
49266;CECI SALES;2010;1;Aço;39;BALSA;BR;BR;18;2,92;77;2800
58065;ETERNAL VI;2012;1;Aço;39;BALSA;BR;BR;9,6;1,49;36;343,7
58093;CIGANA;2015;1;Aço;39;BALSA;BR;BR;5,2;0,87;32,1;71,75
49064;GALO DA SERRA LIX;2013;1;Aço;39;BALSA;BR;BR;15;2;62;1511,88
49212;LARA 2009;2009;1;Aço;39;BALSA;BR;BR;21;2,29;75;2076,33
58009;CT 47;2017;1;Aço;39;BALSA;BR;BR;16,56;4,3;75;3775,04
49094;VALÕES;2008;1;Aço;39;BALSA;BR;BR;6;0,7;16;40
50006;SÃO GALVÃO;2010;1;Aço;39;BALSA;BR;BR;11;1,86;43;635
50240;DONA RAIMUNDA III;2011;1;Aço;39;BALSA;BR;BR;21;2,94;84;3360
49265;TQ-166;2013;1;Aço;39;BALSA;BR;BR;10,68;3,04;59,47;1637,78
49081;RN 11;2013;1;Aço;39;BALSA;BR;BR;16,56;4,03;75;3242,08
58017;CT 44;2017;1;Aço;39;BALSA;BR;BR;15;0,01;75;0,01
49566;FEPA;2013;1;Aço;39;BALSA;BR;BR;12;1,91;42;623,45
49020;PRATES V;2013;1;Aço;39;BALSA;BR;BR;24,2;2,79;80;3372
49018;HP II;2010;1;Aço;39;BALSA;BR;BR;15;2,53;65;1715,18
49001;SC 42;2012;1;Aço;39;BALSA;BR;BR;17;3,8;70;3126,01
58282;THOR;1994;1;Aço;39;BALSA;BR;BR;6;1,31;22;72,14
58216;NAVEGRÃOS LII (52);2017;1;Aço;39;BALSA;BR;BR;10,76;3,98;60,96;2172,14
49017;IRMÃ GORETE;2013;1;Aço;39;BALSA;BR;BR;19;3,8;80;4003,51
58095;NALS VII;2017;1;Aço;39;BALSA;BR;BR;24;3,06;96;4205
49270;AMAZONGÁS XV;2011;1;Aço;39;BALSA;BR;BR;14;1,35;50;589,13
49124;BERTOLINI CCLIX (259);2013;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
49123;BERTOLINI CLXIX (169);2012;1;Aço;39;BALSA;BR;BR;15;3,59;69;2718,71
49019;DONA RAIMUNDA I;2010;1;Aço;39;BALSA;BR;BR;15;2,55;65;1630
49126;BERTOLINI CCLXIII (263);2013;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
57174;BERTOLINI CDXXXIII (433);2017;1;Aço;39;BALSA;BR;BR;12;4,07;62;2698,2
57166;TORINO;2012;1;Aço;39;BALSA;BR;BR;8,5;1,76;34;309,04
57204;BERTOLINI CDXXIX (429);2016;1;Aço;39;BALSA;BR;BR;12;4,09;62;2556,16
57216;BERTOLINI CDXLI (441);2017;1;Aço;39;BALSA;BR;BR;12;4,08;62;2556,16
52137;RIO MOA;2011;1;Aço;39;BALSA;BR;BR;12;1,94;42;650
57203;BERTOLINI CDXXXI (431);2016;1;Aço;39;BALSA;BR;BR;12;4,09;62;2556,16
57207;BERTOLINI CDXXXV (435);2016;1;Aço;39;BALSA;BR;BR;12;4,09;62;2556,16
57169;NAVEGRÃOS IX (09);2017;1;Aço;39;BALSA;BR;BR;10,67;3,56;60,96;1888,5
57175;BERTOLINI CDXLV (445);2017;1;Aço;39;BALSA;BR;BR;12;4,09;62;2556,16
57086;GIOVANNA XVI;2010;1;Aço;39;BALSA;BR;BR;23,5;2,39;77;2029,05
57167;NAVEGRÃOS VII (07);2017;1;Aço;39;BALSA;BR;BR;10,67;3,56;60,96;1888,5
57168;NAVEGRÃOS VIII (08);2017;1;Aço;39;BALSA;BR;BR;10,67;3,56;60,96;2014
52180;COLORADO II;2010;1;Aço;39;BALSA;BR;BR;22;3,02;85;4375
56892;NOSSA SENHORA NAVEGANTES VI;2016;1;Aço;39;BALSA;BR;BR;8;0,91;30;103
52699;GLÓRIA DE DEUS XI;2009;1;Aço;39;BALSA;BR;BR;11;1,83;48;715,02
52382;BERTOLINI CCLXXXIX (289);2014;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
56895;NORTOLL IV;2016;1;Aço;39;BALSA;BR;BR;18;2,62;67;2175
52782;JAINARA;1988;1;Aço;39;BALSA;BR;BR;12,5;1,63;54;750
57085;GIOVANNA XV (REB);2008;1;Aço;39;BALSA;BR;BR;12,5;2,1;66;1202
57135;SLN VI;2016;1;Aço;39;BALSA;BR;BR;;;16;0,01
57087;GIOVANNA XVII;2010;1;Aço;39;BALSA;BR;BR;23,5;2,39;77;2060,63
52170;MARIA FERNANDA;2012;1;Aço;39;BALSA;BR;BR;12;1,73;42;570
52381;BERTOLINI CCLXXXVII (287);2014;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
57173;BERTOLINI CDXXXIX (439);2016;1;Aço;39;BALSA;BR;BR;12;4,08;62;2556,16
52161;HELENA CONSÓRCIO;1987;1;Aço;39;BALSA;BR;BR;6;0,7;10,12;21,6
52068;AC IV;2013;1;Aço;39;BALSA;BR;BR;13,5;2,15;47,85;915,33
49306;GALO DA SERRA XLIII;2014;1;Aço;39;BALSA;BR;BR;15;3,94;75;3123,05
49299;D. MADALENA;1998;1;Aço;39;BALSA;BR;BR;12,5;2,38;60;1250,27
49298;ANP 2011;2011;1;Aço;39;BALSA;BR;BR;12;2,17;50;920
49304;GALO DA SERRA XLII;2014;1;Aço;39;BALSA;BR;BR;15;3,94;75;3123,05
49277;GALO DA SERRA LX;2013;1;Aço;39;BALSA;BR;BR;15;1,95;62;1285,14
49296;SERRA DOURADA XIX;2013;1;Aço;39;BALSA;BR;BR;11,5;2,31;48;868,2
49486;EDL XXIX;2013;1;Aço;39;BALSA;BR;BR;16,56;3,58;65;2592,28
49567;ELOYSE I;2012;1;Aço;39;BALSA;BR;BR;12;1,87;42;650
49569;VELHO ARTHUR XI;2012;1;Aço;39;BALSA;BR;BR;12;1,87;42;630
49533;PARÁ II;2010;1;Aço;39;BALSA;BR;BR;10,92;1,42;40;418,6
49276;LUCINILDE SOARES;2013;1;Aço;39;BALSA;BR;BR;24;2,9;96;3820,96
49568;WWE-II;1987;1;Aço;39;BALSA;BR;BR;12;1,66;50;745
49456;OMS XVI;2012;1;Aço;39;BALSA;BR;BR;15;3,77;75;2949,55
52369;BERTOLINI CCXCI (291);2014;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
57049;GIOVANNA IX;2007;1;Aço;39;BALSA;BR;BR;12,5;2,1;66;1202
49564;MOURA;2011;1;Aço;39;BALSA;BR;BR;12;1,78;42;583,49
52278;VITORIA IV;2012;1;Aço;39;BALSA;BR;BR;15;2,76;66;2000
57000;MARIAH;2000;1;Aço;39;BALSA;BR;BR;10,6;1,13;42;229,2
49328;AC I;2011;1;Aço;39;BALSA;BR;BR;13,5;2,15;47,85;915,33
57936;LAGOA DO NORTE;2003;1;Aço;39;BALSA;BR;BR;6;0,6;17,93;29
49470;GALO DA SERRA LIII;2012;1;Aço;39;BALSA;BR;BR;12;1,88;42;630
49477;VITÓRIA DE DEUS VII;2011;1;Aço;39;BALSA;BR;BR;10;2,01;44;571,03
49382;DONA RAIMUNDA IV;2011;1;Aço;39;BALSA;BR;BR;15;2,53;65;1702,23
50202;NIRVANA V;2009;1;Aço;39;BALSA;BR;BR;15;2,63;66;2000
49467;GALO DA SERRA 63;2014;1;Aço;39;BALSA;BR;BR;15;2,01;62;1374,2
50031;UNIÃO XVII;2012;1;Aço;39;BALSA;BR;BR;18,6;3,14;80;3588,17
54801;GALO DA SERRA 64;2014;1;Aço;39;BALSA;BR;BR;15;3,48;67,8;2435,78
56143;BERTOLINI CDLVII (457);2016;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
54961;BEATRIZ FARIAS II;2011;1;Aço;39;BALSA;BR;BR;;3,73;65;2514,95
56144;BERTOLINI CDLIX (459);2016;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
56142;BERTOLINI CDLV (455);2016;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,4
54968;PARCERIA IV;2010;1;Aço;39;BALSA;BR;BR;16;2;70;1618
55065;VDA XVIII;2015;1;Aço;39;BALSA;BR;BR;16,56;0,01;75;3444,56
54872;BERTOLINI CCCLXXXI (381);2015;1;Aço;39;BALSA;BR;BR;12;4,08;62;2530,18
56140;BERTOLINI CCCXCIII (393);2016;1;Aço;39;BALSA;BR;BR;12;4,05;62;2530,18
56042;NN CACHOEIRA;2014;1;Aço;39;BALSA;BR;BR;8;1,91;30;302,48
54987;BERTOLINI CCCLI (351);2014;1;Aço;39;BALSA;BR;BR;12;4,08;62;2530,18
54805;DONA JOSEFA HOLANDA II;2010;1;Aço;39;BALSA;BR;BR;15;2,74;66;1927
56138;BERTOLINI CCCLXXXIX (389);2016;1;Aço;39;BALSA;BR;BR;12;4,05;62;2530,18
54864;HUANA PIACCHO;1983;1;Aço;39;BALSA;BR;BR;12,5;1,95;57,16;1000
56137;BERTOLINI CCCLXXXV (385);2016;1;Aço;39;BALSA;BR;BR;12;4,05;62;2530,18
54807;SOCORRINHA IV;2012;1;Aço;39;BALSA;BR;BR;15;2,79;66;1955
49972;RO DE JANEIRO X (EX-LEONA XV);2011;1;Aço;39;BALSA;BR;BR;15;3,07;65;2087,03
54859;BERTOLINI CCLXXIX (279);2013;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
54746;ISABELE XXVIII;2010;1;Aço;39;BALSA;BR;BR;23,5;2,39;77;2029,05
56141;BERTOLINI CDLIII (453);2016;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
56139;BERTOLINI CCCXCI (391);2016;1;Aço;39;BALSA;BR;BR;12;4,05;62;2530,18
54828;TRANSPANTANAL XLII;2014;1;Aço;39;BALSA;BR;BR;16;1,3;43,02;532,95
54873;BERTOLINI CCCLXV (365);2014;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
54808;SOCORRINHA V;2013;1;Aço;39;BALSA;BR;BR;21;2,92;84;3520
54869;BERTOLINI CCCXXIII (323);2015;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
54637;GIOVANNA XII;2008;1;Aço;39;BALSA;BR;BR;12,5;2,1;63;942,81
54634;VDA XVI;2015;1;Aço;39;BALSA;BR;BR;16,56;4,08;75;3444,56
54633;VDA XIV;2015;1;Aço;39;BALSA;BR;BR;16,56;4,08;75;3444,56
56323;PLANALTO IX;2016;1;Aço;39;BALSA;BR;BR;15;3,64;69;2797,41
56308;EQUIP 400;2015;1;Aço;39;BALSA;BR;BR;15;1,83;49,85;894,92
54676;BERTOLINI CCCVII (307);2014;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
55593;BERTOLINI CCCLXI (361);2015;1;Aço;39;BALSA;BR;BR;12;4,08;62;2530,13
55886;BR XIV;2015;1;Aço;39;BALSA;BR;BR;16,56;4,11;75;3444,56
55928;GIOVANNA XVIII;2012;1;Aço;39;BALSA;BR;BR;26,26;2,39;77;2319,8
54690;DONA DEUZALINA;2010;1;Aço;39;BALSA;BR;BR;12;1,89;48;785,76
54501;BERTOLINI CCVII (207);2012;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,9
56255;LADY LINDA;2012;1;Aço;39;BALSA;BR;BR;18;2,35;76;2000
54476;GABRIELLE ZANYS;2013;1;Aço;39;BALSA;BR;BR;10,5;1,89;40;584,85
54868;BERTOLINI CCCXXXV (335);2015;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
54870;BERTOLINI CCCXLIX (349);2014;1;Aço;39;BALSA;BR;BR;12;4,05;62;2530,1
52786;JANAUIRA;1988;1;Aço;39;BALSA;BR;BR;12,5;1,63;54;755,52
54867;BERTOLINI CCCXXI (321);2015;1;Aço;39;BALSA;BR;BR;12,05;4,07;62;2671,9
54871;BERTOLINI CCCLIX (359);2014;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
56059;GAIVOTA V;2005;1;Aço;39;BALSA;BR;BR;12;1,63;45;566,99
54473;EB I;2011;1;Aço;39;BALSA;BR;BR;8;1,39;24;251,25
47210;DONA LÍGIA SIMÕES;2011;1;Aço;39;BALSA;BR;BR;10,67;3,65;60;1982,16
56337;TAMAQUARÉ;2016;1;Aço;39;BALSA;BR;BR;8;1,19;31,6;124,92
54576;FOGÁS XXXII;2007;1;Aço;39;BALSA;BR;BR;11;0,91;42;270
54874;BERTOLINI CCCXLVII (347);2015;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
54539;VOVÓ NENZINHA;2015;1;Aço;39;BALSA;BR;BR;18;3,74;72;3229,83
50421;UATUMÃ III;1998;1;Aço;39;BALSA;BR;BR;18,5;2,98;78;2828,76
50111;EDL XXVIII;2013;1;Aço;39;BALSA;BR;BR;15;1,93;62;1285,13
50068;BERTOLINI CCLXXVII (277);2013;1;Aço;39;BALSA;BR;BR;12;4,03;62;2529,89
50234;NORTOLL I;2014;1;Aço;39;BALSA;BR;BR;16,56;3,76;75;3199,34
50067;BERTOLINI CCLXXV (275);2013;1;Aço;39;BALSA;BR;BR;12;4,08;62;2529,89
50184;KAROLAINY;2012;1;Aço;39;BALSA;BR;BR;12;1,96;42;650
50556;JANIO VASCONCELOS;2013;1;Aço;39;BALSA;BR;BR;10;1,8;38;449,93
50361;JADE XII;2013;1;Aço;39;BALSA;BR;BR;5;;15;71,58
50420;CAIMA II;1987;1;Aço;39;BALSA;BR;BR;18;2,65;70;2218
50200;ADL VII;2008;1;Aço;39;BALSA;BR;BR;16;2,9;70;1837,4
50376;GREGA III;2013;1;Aço;39;BALSA;BR;BR;22,5;3;75;0,01
50419;CAIMA I;1987;1;Aço;39;BALSA;BR;BR;18;2,78;70;2399
50199;ADVENTURE;2010;1;Aço;39;BALSA;BR;BR;15;2,49;65;1745
50263;MICINHA XXII;2013;1;Aço;39;BALSA;BR;BR;12;1,74;42;588,58
57732;VERA CRUZ 3R;2011;1;Aço;39;BALSA;BR;BR;15;2,33;65;1559,91
50316;AC III;2013;1;Aço;39;BALSA;BR;BR;13,5;2,15;47,85;915,33
50262;PRINCESA VICTÓRIA;2011;1;Aço;39;BALSA;BR;BR;8,5;1,29;29;565,53
50226;JOVI I;2011;1;Aço;39;BALSA;BR;BR;12;2,19;50;927,64
50313;GALO DA SERRA LIV;2012;1;Aço;39;BALSA;BR;BR;12;1,81;42;635
50065;BERTOLINI CCLXXIII (273);2013;1;Aço;39;BALSA;BR;BR;12;4,07;62;2671,9
50043;MACHADO FREIRE;2012;1;Aço;39;BALSA;BR;BR;8;1,36;27;165,31
50201;NIRVANA VII;2011;1;Aço;39;BALSA;BR;BR;15;2,63;66;2000
50053;RN 01;2012;1;Aço;39;BALSA;BR;BR;9;1,46;38;341,28
57719;MESTRE MORENO;2012;1;Aço;39;BALSA;BR;BR;4;0,71;18,2;16,3
50056;RN 03;2012;1;Aço;39;BALSA;BR;BR;9;1,71;40;399,37
49749;HP IV;2012;1;Aço;39;BALSA;BR;BR;24;2,14;78;2370
49698;DJ NETO;2012;1;Aço;39;BALSA;BR;BR;12;1,93;42;688,91
49720;LEONA XIX;2012;1;Aço;39;BALSA;BR;BR;16;4;70;2765,24
57830;NAVEGRÃOS XLII (42);2017;1;Aço;39;BALSA;BR;BR;10,67;3,56;60,96;1888,5
49650;GOLFINHO VIII;1996;1;Aço;39;BALSA;BR;BR;8,4;1,36;44,4;384,59
49692;MARIA MONTEIRO II;2012;1;Aço;39;BALSA;BR;BR;16;2,75;66;1795,81
57831;NAVEGRÃOS XLIII (43);2017;1;Aço;39;BALSA;BR;BR;10,67;3,56;60,96;1888,5
49990;SEI-CHO-ROLADO;1993;1;Aço;39;BALSA;BR;BR;7,55;0,8;21,9;86,31
49983;NOSSA SENHORA DE NAZARÉ;2013;1;Aço;39;BALSA;BR;BR;15;3,05;65;2087,03
49993;MAFURA;2012;1;Aço;39;BALSA;BR;BR;12;1,87;42;650
57832;NAVEGRÃOS XLIV (44);2017;1;Aço;39;BALSA;BR;BR;10,67;3,56;60,96;2014
57769;VALENTINA XIII (EX-MARIA CAROLINA HOLANDA);2015;1;Aço;39;BALSA;BR;BR;27;0,01;96;4147,24
49770;ALAGOAS;2013;1;Aço;39;BALSA;BR;BR;16,5;4,07;75;3462,29
49860;GIOVANNA XI;2008;1;Aço;39;BALSA;BR;BR;12,5;2,1;66;1202
8896;MULICEIRO V;2001;1;Aço;39;BALSA;BR;BR;10,16;1,6;18,84;217
49786;RN 05;2013;1;Aço;39;BALSA;BR;BR;9;1,44;40;344,44
50034;SC 38;2011;1;Aço;39;BALSA;BR;BR;15,5;2,55;66;1812,6
57720;DONA JURA;2014;1;Aço;39;BALSA;BR;BR;6;0,9;14,8;20,67
50497;FAMA II;2010;1;Aço;39;BALSA;BR;BR;18;2,9;80;2600
57802;CT 45;2017;1;Aço;39;BALSA;BR;BR;15;4,15;75;3310,61
49850;GIOVANNA XIX;2012;1;Aço;39;BALSA;BR;BR;26,26;2,39;77;2339,93
49861;GIOVANNA XIII;2008;1;Aço;39;BALSA;BR;BR;12,5;2,1;66;1202
49801;VEGA III;2012;1;Aço;39;BALSA;BR;BR;12;1,76;42;565
50035;SC 43;2013;1;Aço;39;BALSA;BR;BR;15;2,6;55;1707,49
50036;SC 48;2013;1;Aço;39;BALSA;BR;BR;15;2,6;65;1770,49
49796;LEONA XX;2013;1;Aço;39;BALSA;BR;BR;17;3,74;75;3337,41
9106;FOGÁS XXI;1986;1;Aço;39;BALSA;BR;BR;10;;47,38;530
10219;DONA MARIA RODRIGUES;1976;1;Aço;39;BALSA;BR;BR;8,8;;33,7;300
10218;OZIVAL X;1987;1;Aço;39;BALSA;BR;BR;8;1,22;29,3;230
10215;OZIVAL VII;1987;1;Aço;39;BALSA;BR;BR;8;1,2;25,3;200
10196;WPL 2003;2005;1;Aço;39;BALSA;BR;BR;12,7;3;56;1554
10217;OZIVAL IX;1986;1;Aço;39;BALSA;BR;BR;8;;26,6;200
10214;OZIVAL V;1987;1;Aço;39;BALSA;BR;BR;8;1,2;26,6;200
10117;TQ 48;1992;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
10107;TQ 40;1992;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
10216;OZIVAL VIII;1986;1;Aço;39;BALSA;BR;BR;8;1,2;29,3;200
10212;OZIVAL II;1987;1;Aço;39;BALSA;BR;BR;8;1,2;26,61;200
10213;OZIVAL IV;1986;1;Aço;39;BALSA;BR;BR;8;1,2;26,61;200
10166;TICUNA III;1986;1;Aço;39;BALSA;BR;BR;13,5;2,17;60;1231,6
10009;PERSEVERANÇA;2004;1;Aço;39;BALSA;BR;BR;15;3,3;65;2286
10006;NAVETRANS 2;1981;1;Aço;39;BALSA;BR;BR;10,5;1,74;41,5;566,88
10002;DARCO (EX-SÃO BENEDITO DE GURUPÁ XVI);1980;1;Aço;39;BALSA;BR;BR;12;;54;831,06
10028;GD 15;1960;1;Aço;39;BALSA;BR;BR;9,75;2,2;24,35;300,13
9889;SONICA III;1979;1;Aço;39;BALSA;BR;BR;12,5;1;67,2;400
10186;PLANALTO VI;1973;1;Aço;39;BALSA;BR;BR;7;1,8;24,96;219,3
10125;TQ 49;1999;1;Aço;39;BALSA;BR;BR;10,68;3;59,47;1500
10160;ATLANTIS XII;2003;1;Aço;39;BALSA;BR;BR;16;3,9;75;3186,2
10193;WPL 96;1997;1;Aço;39;BALSA;BR;BR;8,5;;36,5;344,31
10124;TQ 56;1999;1;Aço;39;BALSA;BR;BR;10,72;3;59,44;1500
10108;TQ 41;1996;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
10194;WPL 2001;2001;1;Aço;39;BALSA;BR;BR;12,7;;56;1497
10102;TQ 35;1996;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
10116;TQ 47;1992;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
9202;SC 47 (EX-TULIPA NEGRA);1986;1;Aço;39;BALSA;BR;BR;12;1,71;41,7;650
9116;PATRÍCIA SOUZA;1987;1;Aço;39;BALSA;BR;BR;12,5;2,4;55,29;
10100;TQ 33;1992;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
10118;TQ 50;1996;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
9201;SC-I;2003;1;Aço;39;BALSA;BR;BR;15;;65;2375,69
9190;AMAZONGÁS III;1995;1;Aço;39;BALSA;BR;BR;15;1,9;72;742,5
9254;NEIDE;1997;1;Aço;39;BALSA;BR;BR;10;1;47,95;273,1
9204;ITL I;1998;1;Aço;39;BALSA;BR;BR;8;1,48;30;241,98
9203;CD COPACABANA (EX- SC 30);1988;1;Aço;39;BALSA;BR;BR;12,5;2,5;60;1401,59
10121;TQ 53;1999;1;Aço;39;BALSA;BR;BR;10,68;3;59,48;1500
9206;BROMÉLIA 97;1997;1;Aço;39;BALSA;BR;BR;10,8;1,6;40;558,45
10122;TQ 54;1999;1;Aço;39;BALSA;BR;BR;10,66;3;59,44;1500
10106;TQ 39;1992;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
10101;TQ 34;1992;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
9888;RAINHA DE GUARATUBA;1994;1;Aço;39;BALSA;BR;BR;12,5;1;76,2;495
10109;CD GUARUJA;2005;1;Aço;39;BALSA;BR;BR;15;3,5;53;1940,34
10110;TQ 42;1996;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
10105;TQ 38;1992;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
10120;TQ 52;1999;1;Aço;39;BALSA;BR;BR;10,68;3;59,47;1500
10112;TQ 43;1999;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
10119;TQ 51;1999;1;Aço;39;BALSA;BR;BR;10,72;3;59,44;1500
10104;TQ 37;1996;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
10123;TQ 55;1996;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
10103;TQ 36;1996;1;Aço;39;BALSA;BR;BR;10,67;3;59,44;1500
8985;LINAVE II;1999;1;Aço;39;BALSA;BR;BR;18,5;;73,5;1680,68
9043;CVRA 02;1995;1;Aço;39;BALSA;BR;BR;15,5;;66,05;952,7
9042;CVRA 01;1995;1;Aço;39;BALSA;BR;BR;15,25;;66,67;941,35
8966;BR V;1990;1;Aço;39;BALSA;BR;BR;14,5;2,99;61,45;2150
9044;CVRA 03;1995;1;Aço;39;BALSA;BR;BR;15,5;;70;973,48
9039;JUNCAL;1980;1;Aço;39;BALSA;BR;BR;10,1;;36,1;207,35
8965;GOLFINHO 3;1986;1;Aço;39;BALSA;BR;BR;7,8;;29,1;215,54
8958;NAVETRANS 9;1982;1;Aço;39;BALSA;BR;BR;13;2,16;53;1158,24
8986;LINAVE III;1999;1;Aço;39;BALSA;BR;BR;18,5;;73,5;1680,68
9052;REICON I;1989;1;Aço;39;BALSA;BR;BR;16,8;;73,8;1290
8959;NAHAB IV (EX-TENENTE SÉRGIO);1976;1;Aço;39;BALSA;BR;BR;9,9;2,19;41;618
8962;BR IV;1989;1;Aço;39;BALSA;BR;BR;14,5;2,35;62,37;1630
9053;NAVETRANS 1;1989;1;Aço;39;BALSA;BR;BR;10,5;1,75;41,5;527,6
8914;FERMISA;1984;1;Aço;39;BALSA;BR;BR;9,9;1,25;34,4;111,04
8918;ASTURIA;2003;1;Aço;39;BALSA;BR;BR;7,2;1,98;24,6;185,33
8910;ILHA FERNANDO DE NORONHA;1988;1;Aço;39;BALSA;BR;BR;8;1,5;37;229
8885;CAMORIM III;2002;1;Aço;39;BALSA;BR;BR;12;2,1;36;635,04
13022;PIPES 58;2004;1;Aço;39;BALSA;BR;BR;10,9;1;35,84;265,4
9054;AURORA;1983;1;Aço;39;BALSA;BR;BR;15,5;;67,2;920
9046;VITÓRIA DO XINGU;1980;1;Aço;39;BALSA;BR;BR;10;;48;450
9038;GUARÁ II;1987;1;Aço;39;BALSA;BR;BR;15,5;1,61;69;936,63
9004;NAV 20 DE NOVEMBRO;2000;1;Aço;39;BALSA;BR;BR;10,8;3,9;76,8;2313,4
9034;NR III;1990;1;Aço;39;BALSA;BR;BR;11;;48;810,01
8994;DONA LOURDES;1989;1;Aço;39;BALSA;BR;BR;12;1,8;51,11;855
9007;NAVEZON 59/BP;1988;1;Aço;39;BALSA;BR;BR;9,5;1,35;35,52;340
8627;GARAPUA;2002;1;Aço;39;BALSA;BR;BR;6,6;0,9;20,41;80
8712;SÃO BENEDITO DE GURUPÁ XXIII;1981;1;Aço;39;BALSA;ZZ;ZZ;12;;40,32;500
10043;SEBASTIANA;1977;1;Aço;39;BALSA;BR;BR;9,02;2,13;37,52;450
10042;VDA 90;1996;1;Aço;39;BALSA;BR;BR;15,5;2,15;72;1443
8714;TAUA-ASSU;1987;1;Aço;39;BALSA;BR;BR;15,5;1,6;69;910,64
8731;ESTAMAN 496;1989;1;Aço;39;BALSA;ZZ;ZZ;18,6;1,63;82;1510
10047;NAVETRANS 11 (EX-ANA LÚCIA);1987;1;Aço;39;BALSA;BR;BR;8,7;1,24;34;250
10038;VDA II;2003;1;Aço;39;BALSA;BR;BR;15,1;3,2;65;2354
