IDEmbarcacao;Nome da Embarcação;Ano da Construção da Embarcação;Codigo do Tipo de Material do Casco;Tipo de Material do Casco;Codigo do Tipo da Embarcação;Tipo de Embarcação;Codigo do País Atual;Codigo do País de Origem;Boca;Calado;Comprimento;TPB
53560;TUNIMARI;1985;3;Madeira;53;LANCHA;BR;BR;3,3;1,2;13,5;10,3
37934;NUBIA;1983;1;Aço;53;LANCHA;BR;BR;4,5;0,9;21,65;43
8228;CANDEIAS;1992;3;Madeira;53;LANCHA;BR;BR;3,4;1,2;10,15;8,6
59050;MAGNÍFICA;2014;3;Madeira;53;LANCHA;BR;BR;5,5;0,59;25,32;
11693;SALVADOR SANTOS;1983;3;Madeira;53;LANCHA;BR;BR;3,78;0,9;12,6;23,6
58692;ALTA MAGIA;1986;3;Madeira;53;LANCHA;BR;BR;3,9;1;11,1;10
60036;PRINCESA MARIAH;2016;;;53;LANCHA;BR;BR;2,5;0,52;14,3;0,01
30949;CELEBRATY;2000;1;Aço;53;LANCHA;BR;BR;3,5;0,8;13,9;11,2
40853;ORIXIMINÁ;2008;;;53;LANCHA;BR;BR;3,6;0,65;23,9;18,31
30286;PIAUI XV;1990;1;Aço;53;LANCHA;BR;BR;6,7;3;24,2;75,8
55696;"ILHA D'ÁGUA";1956;1;Aço;53;LANCHA;BR;BR;4,6;;14,3;0,01
55825;NOIVA DO CAÍ;2002;1;Aço;53;LANCHA;BR;BR;6;0,78;24,7;24
55705;NAVEMAR IV;2014;1;Aço;53;LANCHA;BR;BR;4,79;1,2;13,92;11,9
59650;BOM ABRIGO;1997;3;Madeira;53;LANCHA;BR;BR;3,25;1;12,8;0,01
55695;ILHA DO GOVERNADOR;1956;1;Aço;53;LANCHA;BR;BR;;;14,5;0,01
55697;ILHA RASA;1956;1;Aço;53;LANCHA;BR;BR;;;17,54;0,01
57900;PEDROSO II;2015;3;Madeira;53;LANCHA;BR;BR;5,48;1,12;18,8;13,1
60164;YONE VI;;;;53;LANCHA;BR;BR;3,49;;17,8;
8154;ENTERPA B IV;1984;1;Aço;53;LANCHA;BR;BR;2,4;0,6;9;1,8
9269;CRUEL MARES II;2004;3;Madeira;53;LANCHA;BR;BR;4,1;;12,5;5,8
8101;VILLA;1997;1;Aço;53;LANCHA;BR;BR;4,36;1,5;14,45;9,6
48103;ANA ROSA;2000;3;Madeira;53;LANCHA;BR;BR;4,58;0,7;13,6;9,5
59030;BELISSIMA I;2014;;;53;LANCHA;BR;BR;3,8;;23,67;10,5
47910;NOVA IRACI TONONE;1989;3;Madeira;53;LANCHA;BR;BR;2,08;0,5;15,77;9,1
35870;CALLCHECK I;2008;3;Madeira;53;LANCHA;BR;BR;4,8;0,7;14,74;5,4
53588;ISABELLA I;1971;3;Madeira;53;LANCHA;BR;BR;3,52;0,9;10,5;10,47
56958;LEONTINA;2000;3;Madeira;53;LANCHA;BR;BR;1,86;0,3;12,35;2,5
8517;ANKH;1970;1;Aço;53;LANCHA;BR;BR;5,9;2,2;20,7;32,7
47911;JACIARA;1988;3;Madeira;53;LANCHA;BR;BR;2,41;0,4;15,05;
8521;SOSE II;1992;1;Aço;53;LANCHA;BR;BR;2,1;0,5;6,6;0,7
7982;MARISTELA;1945;3;Madeira;53;LANCHA;BR;BR;3,13;1,35;12,1;2
54830;SANTA MARIA;1982;1;Aço;53;LANCHA;BR;BR;5,1;1,2;19;110
55021;AMARENA VI;2009;1;Aço;53;LANCHA;BR;BR;3,9;1,27;13,3;19,23
47912;MIRELE I;1993;3;Madeira;53;LANCHA;BR;BR;1,85;0,4;15;
8278;XANTIA;1969;3;Madeira;53;LANCHA;BR;BR;3,2;0,9;10;9,1
10321;PONTÃO-II;1970;3;Madeira;53;LANCHA;BR;BR;3,95;1;11;13,6
47301;GIRASSOL XXII;1986;;;53;LANCHA;BR;BR;3,4;0,65;10;0,5
8121;NATAN;1996;3;Madeira;53;LANCHA;BR;BR;2,19;0,6;7,42;1
43379;CONFIANÇA;1992;3;Madeira;53;LANCHA;BR;BR;2,35;0,52;9,2;1,67
46888;TOP MARINE 04;2012;;;53;LANCHA;BR;BR;2,4;0,7;8,53;1,2
43571;ANDRE LUIZ III;1999;3;Madeira;53;LANCHA;BR;BR;4,1;1;14;9,5
8215;DIALCAR XI;2002;1;Aço;53;LANCHA;BR;BR;3,2;0,9;13,3;2,5
55022;AMARENA VII;2010;1;Aço;53;LANCHA;BR;BR;2,6;0,9;12;7,93
55921;COOPER XVII;2000;3;Madeira;53;LANCHA;BR;BR;2,7;0,71;11;4,49
7978;WANDA;1975;1;Aço;53;LANCHA;BR;BR;3,35;0,01;14;7,1
43572;VERÃO ILHA DO MEL;2011;3;Madeira;53;LANCHA;BR;BR;3,9;0,7;15,22;6
55027;AMARENA XIII;2013;1;Aço;53;LANCHA;BR;BR;1,48;2,25;117,5;8,82
43381;MENSAGEIRO DE SÃO FRANCISCO;1980;3;Madeira;53;LANCHA;BR;BR;2,4;0,48;10;2,13
56067;LOURA SILVA;2012;1;Aço;53;LANCHA;BR;BR;4;1,01;17,83;4,62
31055;VITBOAT I;2002;1;Aço;53;LANCHA;BR;BR;2,7;0,6;7;3,17
30284;FAROL DAS ROCAS;1983;1;Aço;53;LANCHA;BR;BR;6;3;23,3;72,04
20049;VALÉRIA;1978;3;Madeira;53;LANCHA;BR;BR;1,66;0,4;12,27;3,8
14415;NINNA;2007;3;Madeira;53;LANCHA;BR;BR;5,16;1,2;15,23;4,5
35900;SP GENESIS;1998;3;Madeira;53;LANCHA;BR;BR;3,6;1,05;11,8;9,13
39141;STMAR;2002;1;Aço;53;LANCHA;BR;BR;3;;13;39,8
54525;LUANA I;2003;3;Madeira;53;LANCHA;BR;BR;5,2;1,5;14,85;34,7
13152;MEXIANA XXIV;1979;3;Madeira;53;LANCHA;BR;BR;5,5;1,12;22;45,59
43757;SÃO FRANCISCO DE PAULA II;1999;3;Madeira;53;LANCHA;BR;BR;;1,85;;91,6
54398;ATLÂNTICO SUL;1974;;;53;LANCHA;BR;BR;;;;6,68
13146;MEXIANA;1987;3;Madeira;53;LANCHA;BR;BR;3,55;1,2;16,64;4,7
30249;FABIANA XXX;2000;3;Madeira;53;LANCHA;BR;BR;4,3;0,8;12,8;10,1
30250;FABIANA XXXV;1975;3;Madeira;53;LANCHA;BR;BR;3,4;0,8;12;4,9
48304;J EDUARDO;2010;1;Aço;53;LANCHA;BR;BR;4,6;1,2;15,98;26
20051;TICA;1956;3;Madeira;53;LANCHA;BR;BR;2,44;0,6;19,05;7
46307;FABIANA I;2011;3;Madeira;53;LANCHA;BR;BR;4;0,63;12,85;4,45
24565;TAMARA I;1963;3;Madeira;53;LANCHA;BR;BR;2,56;0,4;18,7;16,1
31103;LUZ DO DIA;1987;3;Madeira;53;LANCHA;BR;BR;1,97;0,5;14,4;6,8
48338;GUILHERME VI;2005;3;Madeira;53;LANCHA;BR;BR;3,9;1,2;11,3;9,4
54292;RAILLA L;2015;;;53;LANCHA;BR;BR;2,4;;9,7;
14416;JULIANA I;2007;3;Madeira;53;LANCHA;BR;BR;5,07;0,9;16,19;2,8
54454;ENZO F;2005;;;53;LANCHA;BR;BR;2,35;0,85;8;3,27
47631;OCP 06 (EX-APOIO I);2007;;;53;LANCHA;BR;BR;2,45;0,6;7,5;0,01
11545;PENEDO;2006;1;Aço;53;LANCHA;BR;BR;4,13;1,3;14,78;12
54369;O SENHOR É MEU PASTOR;1996;;;53;LANCHA;BR;BR;4,75;;14,3;10,2
44030;RENASCER II;1967;3;Madeira;53;LANCHA;BR;BR;20,12;0,8;13,47;1,3
49233;CAPITÃO FAUSTO;1996;3;Madeira;53;LANCHA;BR;BR;3,92;1,3;16;11
44194;SERVPORTO I;2010;3;Madeira;53;LANCHA;BR;BR;2,45;0,6;9,5;4,5
48567;JOÃO FELIPE II;2010;3;Madeira;53;LANCHA;BR;BR;4,5;1,09;18,2;19,76
46317;TRANSMAR I;1994;3;Madeira;53;LANCHA;BR;BR;3,4;0,55;11,8;4,33
55563;RIG V;2016;;;53;LANCHA;BR;BR;;;;0,01
11445;ANTONIO CARLOS III;1979;3;Madeira;53;LANCHA;BR;BR;2,8;0,55;12,4;2,7
55866;CANDANGO;2015;;;53;LANCHA;BR;BR;2,45;;8;0,01
55487;COMTE LEONARDO;2010;;;53;LANCHA;BR;BR;1,9;;7,15;
55020;AMARENA II;1983;3;Madeira;53;LANCHA;BR;BR;3,05;0,97;8,85;7,31
44029;PRINCESA ROSA;1967;3;Madeira;53;LANCHA;BR;BR;2,05;0,4;14,9;6
52682;LA SALETTE;1979;3;Madeira;53;LANCHA;BR;BR;3,5;1;15,3;12,3
22151;NAVEMAR XVI;2007;1;Aço;53;LANCHA;BR;BR;3,6;1,7;12,1;7,1
51739;GUDE GUDE III;2003;3;Madeira;53;LANCHA;BR;BR;2,8;0,75;9,67;0,01
8854;BRAVO;2001;1;Aço;53;LANCHA;BR;BR;3,3;1;9;11
43820;CAMILLA LOURO;1987;3;Madeira;53;LANCHA;BR;BR;3,52;0,7;14,7;7,5
20484;PAIXÃO II;1987;3;Madeira;53;LANCHA;BR;BR;2,33;0,4;13;6
12883;POLARIS II;2004;3;Madeira;53;LANCHA;BR;BR;2,6;0,45;8,5;4,37
54400;ATLÂNTICO SUL I;1991;;;53;LANCHA;BR;BR;;;10,03;2,7
49096;SILMARZINHA IV;2009;;;53;LANCHA;BR;BR;;;;0,01
45897;RENOR;1957;1;Aço;53;LANCHA;BR;BR;4,75;1,7;16,8;17
45898;DETRAN;1979;1;Aço;53;LANCHA;BR;BR;4,75;;16,8;45,5
30566;SHMANTRA S3;2001;3;Madeira;53;LANCHA;BR;BR;4,15;0,6;13,1;9,4
45946;WAINESSA;1972;3;Madeira;53;LANCHA;BR;BR;3,2;;11,5;6,07
41500;VICTORIA A;2007;1;Aço;53;LANCHA;BR;BR;7,15;2,22;32,3;65,6
13671;JB SUELEN;1982;3;Madeira;53;LANCHA;BR;BR;11,3;1,2;11,3;0
30961;NAV 13;2003;3;Madeira;53;LANCHA;BR;BR;2,7;0,6;8,9;3,8
30923;GENEZARÉ;1991;3;Madeira;53;LANCHA;BR;BR;2,28;0,4;15,02;14,4
46759;LUANA ILHA IV;2002;3;Madeira;53;LANCHA;BR;BR;3,7;0,4;10;4,32
50889;TILICO II;1996;;;53;LANCHA;BR;BR;2,3;;8,25;4,11
51184;ONZE DE MAIO;1991;3;Madeira;53;LANCHA;BR;BR;2;0,4;13,5;1,2
44794;EDWAL;1981;1;Aço;53;LANCHA;BR;BR;3;1,2;10,7;7,4
39832;VINICIUS II;2000;1;Aço;53;LANCHA;BR;BR;3,5;;16,4;14,9
39831;VINICIUS I;2000;1;Aço;53;LANCHA;BR;BR;4;;21,18;21,3
28244;RAISA I;2007;3;Madeira;53;LANCHA;BR;BR;3,82;1;11,77;5,3
41364;GENESIS II;1971;1;Aço;53;LANCHA;BR;BR;6,17;3;21,75;70
38849;NOSSA SENHORA DE NAZARÉ;1993;3;Madeira;53;LANCHA;BR;BR;6;1,6;30,2;80
30964;NAV 10;2004;3;Madeira;53;LANCHA;BR;BR;2,05;0,7;12,2;3,8
56064;ATLANTIC VII;2015;;;53;LANCHA;BR;BR;;;;1
9259;VITÓRIA RÉGIA;2003;1;Aço;53;LANCHA;BR;BR;4,51;1,7;19,87;19,5
38810;PENEDO II;2009;1;Aço;53;LANCHA;BR;BR;4,6;1,42;15,05;21,44
56063;ATLANTIC X;2016;;;53;LANCHA;BR;BR;;;;1
51164;PORTO ALEGRE;1975;3;Madeira;53;LANCHA;BR;BR;2,08;0,4;14,69;2,9
23997;VIAÇÃO TAPAJÓS II;1998;1;Aço;53;LANCHA;BR;BR;3,1;0,83;17,9;10,4
9495;GMS BRAZIL III;1983;1;Aço;53;LANCHA;BR;BR;4,05;1,65;14,22;10,3
60189;JOVITA;2011;1;Aço;53;LANCHA;BR;BR;4,15;0,88;12,72;4,02
56250;TRANSPORTE MATOS;2016;;;53;LANCHA;BR;BR;1,5;;9;1,29
51186;KENNEDY;2010;3;Madeira;53;LANCHA;BR;BR;1,8;0,32;10,33;2,27
41349;BIA I;2005;1;Aço;53;LANCHA;BR;BR;2,5;0,3;12,77;2,4
45223;KAROLINE;2012;3;Madeira;53;LANCHA;BR;BR;4,2;;15,4;0,01
52403;FORTMAR I;1993;3;Madeira;53;LANCHA;BR;BR;4,9;1,4;13,83;8,66
49063;GMS BRAZIL I;2007;;;53;LANCHA;BR;BR;4;1,25;15;7,6
9294;SANTA EDWIGES;2003;1;Aço;53;LANCHA;BR;BR;4,65;1,5;19,6;25,6
58141;JURUTI;2017;;;53;LANCHA;BR;BR;;;;
49700;IRINA;1988;3;Madeira;53;LANCHA;BR;BR;3,65;;9,86;11,95
51206;TAITI;1990;3;Madeira;53;LANCHA;BR;BR;1,99;0,4;14,27;1,9
44220;VITSERV II;2007;1;Aço;53;LANCHA;BR;BR;4,48;;13,18;0,01
59768;SERVPORTO IX;2017;1;Aço;53;LANCHA;BR;BR;2,8;0,97;11;5,42
51163;SANTA LUZIA I;2001;3;Madeira;53;LANCHA;BR;BR;2,6;0,4;15;3,8
54321;PRINCESA IASMIM II;;;;53;LANCHA;BR;BR;2,9;;12,75;
51183;SANTA MARIA;1994;3;Madeira;53;LANCHA;BR;BR;1,54;0,4;9,92;
48369;VITBOAT III;2013;1;Aço;53;LANCHA;BR;BR;2,8;0,65;7,35;2,14
36442;ALAIR BELO;2007;3;Madeira;53;LANCHA;BR;BR;2,9;0,6;10,1;4,8
41347;SEARA;1986;1;Aço;53;LANCHA;BR;BR;2,55;0,6;15,3;3,5
54330;MARGIL MA;1979;;;53;LANCHA;BR;BR;;;;106,42
54325;MONALIZA SUMMER;;;;53;LANCHA;BR;BR;;;;
51179;MA VITÓRIA;2012;3;Madeira;53;LANCHA;BR;BR;1,7;0,22;10,7;2,02
22152;NAVEMAR XV;2007;1;Aço;53;LANCHA;BR;BR;3,6;1,7;12,1;7,1
43334;ESTRELA GUIA;2003;1;Aço;53;LANCHA;BR;BR;2,45;0,3;8,1;3,7
48340;ARGOS X;2013;1;Aço;53;LANCHA;BR;BR;4,62;1,32;16,65;
11049;SOL DE VERÃO-I;2005;3;Madeira;53;LANCHA;BR;BR;4;1,2;12,3;8
54343;ARCA DE NOE IV;2006;;;53;LANCHA;BR;BR;6,18;1,8;18,35;28,5
30251;FABIANA XXVIII;1992;3;Madeira;53;LANCHA;BR;BR;4,07;0,7;14;8
9497;COMBATENTE I (EX- PENEDO IV);1958;1;Aço;53;LANCHA;BR;BR;3,91;1,47;13,35;5,3
44995;DAYSE XX;2005;3;Madeira;53;LANCHA;BR;BR;1,6;0,4;12,4;2,8
11119;FABIANA XXI;2004;3;Madeira;53;LANCHA;BR;BR;3,85;0,9;12,5;2,5
8939;MISS GAYLA (REB);1988;;;53;LANCHA;BR;VU;7,92;2;35,27;138
38231;BARRA NORTE II;2008;3;Madeira;53;LANCHA;BR;BR;3,3;0,86;16,1;14,42
20493;NATAL I;1978;3;Madeira;53;LANCHA;BR;BR;1,3;0,4;9,67;3,2
48336;GUILHERME IV;1989;3;Madeira;53;LANCHA;BR;BR;5,06;1;15,5;39,83
47544;NAY;2003;3;Madeira;53;LANCHA;BR;BR;3,52;0,7;9,33;3,6
42196;FOASA I;1972;3;Madeira;53;LANCHA;BR;BR;3,7;1,1;12,5;18,5
39112;MARENOSTRUM I;2009;3;Madeira;53;LANCHA;BR;BR;4,09;0,92;12,48;6,18
12480;SEA GREEN;2007;1;Aço;53;LANCHA;BR;BR;5,5;1,17;16;19
20492;ANIL;1985;3;Madeira;53;LANCHA;BR;BR;1,68;0,2;12,34;3
12638;VICTORIA-M;2005;1;Aço;53;LANCHA;BR;BR;4,35;1,3;14,47;20,7
55895;LUAMAR IV;2011;;;53;LANCHA;BR;BR;1,1;;12,3;1,9
38559;GIRAMAR X;2008;1;Aço;53;LANCHA;BR;BR;5;1,2;21,83;29,48
20491;SOLEDADE;1990;3;Madeira;53;LANCHA;BR;BR;2,18;0,4;17;10,1
13745;AURORA II;1983;1;Aço;53;LANCHA;BR;BR;3,62;0,9;17,6;11,5
15151;SANTO BALSEIRO I (EX-LINDAMAR);1973;1;Aço;53;LANCHA;BR;BR;3,5;0,5;14;
13837;TUBARÃO VIII;2000;1;Aço;53;LANCHA;BR;BR;2,4;0,6;14;0
38563;SP ÊXODO;2000;1;Aço;53;LANCHA;BR;BR;3,11;1,06;12,89;10,91
60047;OCEANICA SUPPLY;2013;1;Aço;53;LANCHA;BR;BR;5;1,7;17;0,01
9078;RIO ACARÁ MIRIM;1965;1;Aço;53;LANCHA;BR;BR;5,76;;26,4;84,2
46505;FLOR DO SERTÃO;1976;3;Madeira;53;LANCHA;BR;BR;1,8;0,4;7,5;1,9
55284;IATE DO ANDRE;2011;;;53;LANCHA;BR;BR;;;;0
38585;DIAMANTE I;2006;3;Madeira;53;LANCHA;BR;BR;6,8;1,5;21,42;18,9
19796;PORTO LOPES;2006;3;Madeira;53;LANCHA;BR;BR;4,8;0,9;13,36;15
55447;VELHO HIGINO II;2009;;;53;LANCHA;BR;BR;2;;8,1;
39238;SEA RED;2004;1;Aço;53;LANCHA;BR;BR;5,2;1,5;16,3;25,1
55238;BELISSIMA;2007;;;53;LANCHA;BR;BR;20,9;0,4;147,8;3,1
36886;LEVY;1985;3;Madeira;53;LANCHA;BR;BR;3;0,8;11,9;6,3
9069;REBELO XI;1982;3;Madeira;53;LANCHA;BR;BR;4,9;1,5;15,5;9,6
13746;DONA AURORA;1980;1;Aço;53;LANCHA;BR;BR;3,62;0,3;17,6;11,1
51744;DENE;1982;3;Madeira;53;LANCHA;BR;BR;2,55;0,9;9,5;1,8
19786;INDIANA;1977;3;Madeira;53;LANCHA;BR;BR;2;0,4;15,6;3
56024;TRASMAR III;;;;53;LANCHA;BR;BR;3,55;0,7;10;3,14
35165;MARVERIK X  (EX - SDBJ II);1996;3;Madeira;53;LANCHA;BR;BR;4,05;0,93;13,35;6,49
24566;VITÓRIA DO BRASIL;1975;3;Madeira;53;LANCHA;BR;BR;2,04;4,4;15,95;4,5
47431;FABMAR III;2012;3;Madeira;53;LANCHA;BR;BR;5,3;0,86;15;10,78
53140;DRS DRACAR;2014;;;53;LANCHA;BR;BR;3,55;;10,65;2,26
11908;E VERDADE;1952;3;Madeira;53;LANCHA;BR;BR;3,52;;15,4;16
35164;SDBJ III;2008;3;Madeira;53;LANCHA;BR;BR;3,95;0,7;12,39;2,2
42193;ORLANDO BELO;2009;3;Madeira;53;LANCHA;BR;BR;3,24;0,82;10,28;8,66
12882;POLARIS I;2004;3;Madeira;53;LANCHA;BR;BR;2,8;0,45;9,5;5,26
8695;OCEANBOAT IV;1960;1;Aço;53;LANCHA;BR;BR;3,99;1,4;12,36;13,5
44589;SERVPORTO IV;2012;3;Madeira;53;LANCHA;BR;BR;2,3;0,6;10,1;1,8
44024;CLÁUDIA I;1998;3;Madeira;53;LANCHA;BR;BR;2,04;0,5;14,65;8
20048;RENATA;1974;3;Madeira;53;LANCHA;BR;BR;1,42;0,2;10,3;3,6
13672;CANOPUS;2000;1;Aço;53;LANCHA;BR;BR;5,52;;19,8;58,8
45428;PIRACICABA;1975;1;Aço;53;LANCHA;BR;BR;5,64;1,56;29,34;19,8
39636;BENCAO DE DEUS XI;2002;1;Aço;53;LANCHA;BR;BR;3,2;;12,3;0,01
44019;VERUSKA;1991;3;Madeira;53;LANCHA;BR;BR;2,22;0,2;14,3;9,1
39140;RIO MAR II;1993;3;Madeira;53;LANCHA;BR;BR;4,09;0,9;12;9,4
42624;CRUZEIRO DO SUL;1992;1;Aço;53;LANCHA;BR;BR;3,58;0,4;13,55;
8847;SEABAY GOLF;1975;1;Aço;53;LANCHA;BR;BR;3,4;1,2;10,97;3,3
53159;BRISA SERENA;1991;;;53;LANCHA;BR;BR;3,05;;10;3,8
55893;LUAMAR II;2006;;;53;LANCHA;BR;BR;2,5;;;0,8
58461;L M CIDADE DE COARI;2016;;;53;LANCHA;BR;BR;3,15;0,85;21,6;8,68
14012;EL REIS IV;2007;3;Madeira;53;LANCHA;BR;BR;4,4;1;14,37;4,3
38509;AMARENA V;2007;1;Aço;53;LANCHA;BR;BR;3,9;1,2;13,3;19,2
12089;MARUJO DE FERRO;2004;1;Aço;53;LANCHA;BR;BR;5,5;1,4;21,55;25
53139;DRS INTRUDER;2011;;;53;LANCHA;BR;BR;2,3;;6,59;1,2
35902;BRISA MAR I;1994;3;Madeira;53;LANCHA;BR;BR;4,47;;14,1;10,4
10960;L-3;2000;1;Aço;53;LANCHA;BR;BR;3,87;1,1;12,5;1,28
53160;AGNUS;2012;;;53;LANCHA;BR;BR;;;;0
58311;OCP 05;2017;;;53;LANCHA;BR;BR;2,83;0,55;8,3;2,31
51738;GUDE GUDE IV;2002;3;Madeira;53;LANCHA;BR;BR;3;0,8;10;0,01
42194;GABRIEL BELO;2010;3;Madeira;53;LANCHA;BR;BR;2,78;0,7;8,82;5,46
12071;SÃO ROQUE III;1970;3;Madeira;53;LANCHA;BR;BR;3,3;0,1;13,5;0
12069;ZANATA;1993;3;Madeira;53;LANCHA;BR;BR;3;0,4;17,53;20,5
38782;ZENNITH;1997;3;Madeira;53;LANCHA;BR;BR;3,1;1;9,3;8,4
12057;BAIANA;1976;3;Madeira;53;LANCHA;BR;BR;2;0,4;15;6
54809;FAMILIA CANETT I;2008;3;Madeira;53;LANCHA;BR;BR;3,44;0,8;12,8;5,75
17588;ELIZABETH;1964;3;Madeira;53;LANCHA;BR;BR;2,44;0,4;17,7;11,7
51205;VAMOS NO AJATO I;1988;3;Madeira;53;LANCHA;BR;BR;2;0,5;13;3,6
11446;ANTONIO CARLOS VII;1935;3;Madeira;53;LANCHA;BR;BR;2,7;;11,5;5,1
41416;PIPES 103;2000;1;Aço;53;LANCHA;BR;BR;3;0,8;16,15;14,3
41376;VENCEDORA II;1982;1;Aço;53;LANCHA;BR;BR;1,96;0,1;8,5;2,8
8653;BAIANA;1973;1;Aço;53;LANCHA;BR;BR;4,5;0,9;16;9,4
38510;NOVILHO;2006;1;Aço;53;LANCHA;BR;BR;3;1;11;9,7
44020;ISADORA RAI;1985;3;Madeira;53;LANCHA;BR;BR;2,04;;15,1;8
14011;EL REIS III;2007;3;Madeira;53;LANCHA;BR;BR;5;1;15;4,3
55728;POLARES VI;2009;;;53;LANCHA;BR;BR;;;;0,01
56305;POLARES VII;2011;3;Madeira;59;TRAINEIRA;BR;BR;4,5;1;13;
9622;INTERPRISE XII;2002;1;Aço;59;TRAINEIRA;BR;BR;5,2;1,2;20;11,6
31852;RKA I;2004;3;Madeira;59;TRAINEIRA;BR;BR;3,8;0,9;12,1;3,5
10897;MOLA MOLA;1989;3;Madeira;59;TRAINEIRA;BR;BR;5,1;1;15,3;19,5
36314;MCS V;2000;3;Madeira;59;TRAINEIRA;BR;BR;3,45;0,8;11;3,68
55537;ORIENTE I;2002;4;Fibra de Vidro;59;TRAINEIRA;BR;BR;3,38;0,95;11,98;4,91
56976;DUBAI;2015;3;Madeira;59;TRAINEIRA;BR;BR;3,2;1;12;3,84
59031;BONA AMIGO IV;2008;3;Madeira;59;TRAINEIRA;BR;BR;2,75;0,65;9,55;2,86
45214;S2 PARCEIRO DO MAR;2012;3;Madeira;59;TRAINEIRA;BR;BR;3,1;0,9;9,5;5,97
9620;MARANIL X;1973;1;Aço;59;TRAINEIRA;BR;BR;5,1;2;18;33
52661;S2 GRILO;2015;3;Madeira;59;TRAINEIRA;BR;BR;2,75;0,95;10,8;5,71
57873;OPOS III;1990;3;Madeira;59;TRAINEIRA;BR;BR;3,46;0,9;12,5;8,14
55913;TECMAR;1999;3;Madeira;59;TRAINEIRA;BR;BR;3,6;1;13;4
59925;BEIRA MAR XXII;1983;1;Aço;59;TRAINEIRA;BR;BR;6;2;19,5;40
55907;PATRICIA MAR 2013;2013;3;Madeira;59;TRAINEIRA;BR;BR;;0,8;;
58131;S2 MAUA;2017;3;Madeira;59;TRAINEIRA;BR;BR;3,55;0,8;13;2,85
53561;TUNICÃO I;2014;3;Madeira;59;TRAINEIRA;BR;BR;4,05;0,95;12,12;10,96
57721;ILHA BELA X;2012;3;Madeira;59;TRAINEIRA;BR;BR;3,6;0,8;9,8;0,01
55908;PATRICIA MAR IX;1998;3;Madeira;59;TRAINEIRA;BR;BR;4,4;1,2;130;0
55906;PATRICIAMAR 2001;2001;3;Madeira;59;TRAINEIRA;BR;BR;5,6;1,2;19,8;0
47292;GIRASSOL IX;2005;4;Fibra de Vidro;59;TRAINEIRA;BR;BR;2,47;0,6;8,92;4,51
48176;GIRASSOL XXV;1985;1;Aço;59;TRAINEIRA;BR;BR;6,08;2,2;21,94;49
34971;WM VII;1985;7;Ferro;59;TRAINEIRA;BR;BR;3,8;1,5;11,6;8
46517;BM;2010;3;Madeira;59;TRAINEIRA;BR;BR;2,94;0,9;9,94;6,84
57579;N8 SAGITARIUZ;2005;;;59;TRAINEIRA;BR;BR;;;;15,83
9621;RTB;1973;1;Aço;59;TRAINEIRA;BR;BR;4,95;1,2;19,4;13,8
57875;OPOS VI;2006;3;Madeira;59;TRAINEIRA;BR;BR;2,58;0,65;9,3;3,47
57872;OPOS I;1989;3;Madeira;59;TRAINEIRA;BR;BR;3;0,75;10,4;5,32
51639;IGHOR MAR;2009;3;Madeira;59;TRAINEIRA;BR;BR;3,95;0,6;12,3;0,01
55910;SE TU UMA BENÇÃO I;2012;3;Madeira;59;TRAINEIRA;BR;BR;5;1,2;194;
55909;PATRICIA MAR X;1999;3;Madeira;59;TRAINEIRA;BR;BR;4,2;1,2;140;9,2
52660;S2 MARIA;2005;3;Madeira;59;TRAINEIRA;BR;BR;3,63;;10,4;7,26
55914;TEC MAR II;2013;3;Madeira;59;TRAINEIRA;BR;BR;4,1;1,1;13,4;
43391;SECRETA RIO VI;2011;3;Madeira;59;TRAINEIRA;BR;BR;3,6;0,85;11,7;6,1
7578;PORTO VALE I;1987;3;Madeira;59;TRAINEIRA;BR;BR;5,4;1;16,85;24
56845;POLARES XIII;2016;3;Madeira;59;TRAINEIRA;BR;BR;5,19;1,56;14,5;20,11
52061;S2 CAROL;2010;;;59;TRAINEIRA;BR;BR;3,1;0,8;10,1;4,92
59233;SEM LIMITES 2013;2012;3;Madeira;59;TRAINEIRA;BR;BR;5,9;1,3;20,03;68,25
55518;SEM LIMITES VI;2010;1;Aço;59;TRAINEIRA;BR;BR;5,85;2,31;22,56;
55905;IBIZA MAR;2004;3;Madeira;59;TRAINEIRA;BR;BR;4,3;1,2;160;0
58694;AM BADJAU;2016;3;Madeira;59;TRAINEIRA;BR;BR;4,98;1,1;16,4;
48727;TRANSMAR VIII;1989;3;Madeira;59;TRAINEIRA;BR;BR;3,6;;11,6;5,63
56595;S2 LIMPA MAR;2016;3;Madeira;59;TRAINEIRA;BR;BR;2,9;0,75;9,5;3,99
55725;POLARES X;2013;;;59;TRAINEIRA;BR;BR;;;;32,7
55726;POLARES IX;2013;;;59;TRAINEIRA;BR;BR;;;;52,39
55315;SECRETA RIO VIII;2013;3;Madeira;59;TRAINEIRA;BR;BR;3,68;0,85;12;9,01
51580;NAVEGANTES;1988;;;59;TRAINEIRA;BR;BR;;;;0
59300;DONA APARECIDA;2016;1;Aço;59;TRAINEIRA;BR;BR;5,2;1,22;16;6,53
55317;SECRETA RIO IX;2013;3;Madeira;59;TRAINEIRA;BR;BR;3,8;0,95;12,6;11,1
46758;LUANA ILHA V;2003;3;Madeira;59;TRAINEIRA;BR;BR;3,53;0,9;9,5;7,7
55271;S2 OUSADO;2005;3;Madeira;59;TRAINEIRA;BR;BR;2,84;0,75;9,85;4,05
